smile,score_1syh,score_6y2f,score_4lde
CCOc1ccc(CCNC(=O)c2ccc(C(=O)[O-])s2)cc1OCC,10000,10000,10000
CCOc1ccc(CCNC(=O)c2sccc2CC)cc1OCC,-2.6,-5.6,-8.9
CCOc1ccc(CCNC(=O)c2ccc(CC)s2)cc1OCC,-3.3,-5.8,-8.4
COc1cc(CCNC(=O)c2cccs2)ccc1Cl,-6.7,-5.7,-8.4
CCOc1ccc(CCNC(=O)c2cc(C(N)=O)cs2)cc1OCC,-3.8,-6.1,-8.9
CCOc1ccc(CCNC(=O)c2cc(COC)cs2)cc1OCC,-2.3,-5.6,-8.2
CCOc1ccc(CCNC(=O)c2cc(CC)c(C)s2)cc1OCC,-2.0,-5.7,-8.6
CCOc1ccc(CCNC(=O)c2sccc2Br)cc1OCC,-1.0,-5.3,-8.5
CCOc1ccc(CCNC(=O)c2sccc2OC)cc1OCC,-1.4,-5.8,-8.4
CCOc1ccc(CCNC(=O)c2sccc2F)cc1OCC,-4.4,-5.9,-8.6
CCOc1ccc(CCNC(=O)c2sccc2Cl)cc1OCC,-4.2,-5.7,-8.5
CCOc1ccc(CCNC(=O)c2ccc(CO)s2)cc1OCC,-4.2,-6.2,-8.7
CCc1ccc(CCNC(=O)c2cccs2)cc1,-5.8,-5.5,-8.6
COc1cc(CCNC(=O)c2cccs2)ccc1OC(F)F,10000,10000,10000
CCOc1ccc(CCNC(=O)c2cc(C#N)cs2)cc1OCC,-3.7,-5.9,-8.7
COc1ccc(CCNC(=O)c2cccs2)cc1OC(F)F,10000,10000,10000
CCOc1ccc(CCNC(=O)c2cc(C)c(CC)s2)cc1OCC,-1.4,-5.6,-8.6
CCOc1ccc(CCNC(=O)c2sccc2C(C)=O)cc1OCC,-1.5,-5.7,-9.1
CCOc1ccc(CCNC(=O)c2cc(C)cs2)cc1OC,-3.7,-5.6,-8.4
CCOc1ccc(CCNC(=O)c2sccc2SC)cc1OCC,-1.8,-5.6,-8.3
CCOc1ccc(CCNC(=O)c2sccc2CN)cc1OCC,-1.9,-5.6,-8.8
CCCOc1c(OC)cc(CCNC(=O)c2cccs2)cc1OC,-3.2,-5.8,-8.0
CCOc1ccc(CCNC(=O)c2cc(OC)cs2)cc1OC,-3.9,-5.5,-8.1
CCOc1ccc(CCNC(=O)c2ccc(CCN)s2)cc1OCC,-2.6,-5.9,-8.6
CCOc1ccc(CCNC(=O)c2ccc(C#N)s2)cc1OCC,-4.3,-5.6,-8.5
CCCCOc1ccc(CCNC(=O)c2cccs2)cc1,-4.3,-5.5,-8.5
CCOc1ccc(CCNC(=O)c2sccc2OC)cc1OC,-2.5,-5.8,-8.4
CCCOc1cccc(CCNC(=O)c2cccs2)c1,-5.5,-5.8,-8.4
COc1ccc(CCNC(=O)c2cccs2)cc1S(N)(=O)=O,-3.9,-6.0,-9.3
CCOc1ccc(CCNC(=O)c2sccc2COC)cc1OCC,-2.4,-5.4,-8.5
CCOc1ccc(CCNC(=O)c2sccc2S(C)(=O)=O)cc1OCC,0.7,-5.9,-9.1
CCOc1ccc(CCNC(=O)c2cc(F)cs2)cc1OC,-4.0,-5.8,-8.8
CCOc1ccc(CCNC(=O)c2ccc(C)s2)cc1OC,-4.2,-5.8,-8.7
CCOc1ccc(CCNC(=O)c2ccc(OC)s2)cc1OC,-3.9,-6.0,-8.2
CCOc1ccc(CCNC(=O)c2cc(COC)cs2)cc1OC,-2.3,-5.6,-8.2
CCOc1ccc(CCNC(=O)c2ccc(F)s2)cc1OC,-4.7,-5.9,-8.8
CCOc1ccc(CCNC(=O)c2sccc2C)cc1OC,-2.6,-5.6,-8.6
CCOc1ccc(CCNC(=O)c2sccc2N)cc1OC,-3.7,-6.0,-8.5
CCOc1ccc(CCNC(=O)c2ccc(N)s2)cc1OC,-5.1,-5.8,-8.9
CCOc1ccc(CCNC(=O)c2scc(C)c2Cl)cc1OCC,-2.5,-6.1,-8.8
CCOc1ccc(CCNC(=O)c2ccc(CO)s2)cc1OC,-4.3,-6.0,-8.7
CCOc1ccc(CCNC(=O)c2sccc2F)cc1OC,-4.1,-5.9,-8.5
CCOc1ccc(CCNC(=O)c2sccc2Cl)cc1OC,-3.2,-5.6,-8.4
CC(C)COc1ccc(CCNC(=O)c2cccs2)cc1,-4.7,-5.8,-8.5
CN(C)c1ccc(CCNC(=O)c2cccs2)cc1,-4.0,-5.5,-8.5
CC(C)c1ccc(CCNC(=O)c2cccs2)cc1,-4.4,-5.6,-9.1
CCOc1ccc(CCNC(=O)c2sccc2C(C)=O)cc1OC,-1.9,-5.8,-8.9
CCOc1ccc(CCNC(=O)c2ccc(COC)s2)cc1OC,-2.5,-5.9,-8.0
CC(C)Oc1ccc(CCNC(=O)c2cccs2)cc1,-4.3,-5.8,-8.5
CCOc1ccc(CCNC(=O)c2sccc2SC)cc1OC,-2.1,-5.5,-8.2
CCOc1ccc(CCNC(=O)c2sccc2COC)cc1OC,-2.1,-5.6,-8.4
C[NH+](C)CCOc1ccc(CCNC(=O)c2cccs2)cc1,10000,10000,10000
COCCC(=O)NCc1ccc(CCNC(=O)c2cccs2)cc1,-2.9,-5.7,-8.8
COc1ccc(CCNC(=O)c2cccs2)c(OC)c1OC,-2.9,-5.4,-7.5
COc1ccc(CCNC(=O)c2cccs2)c(OC)c1,-3.4,-5.5,-8.1
CCOc1ccc(CCNC(=O)c2cc(C)cs2)cc1,-5.0,-5.4,-8.4
COc1ccc(CCNC(=O)c2cc(C)cs2)cc1OC,-4.4,-5.7,-8.6
CCOc1ccc(CCNC(=O)c2ccc(C(=O)O)s2)cc1OCC,-4.0,-6.3,-9.1
CCOc1ccc(CCNC(=O)c2sccc2N)cc1OCC,-3.5,-6.0,-8.5
CCOc1ccc(CCNC(=O)c2ccc(NC(C)=O)s2)cc1OCC,0.3,-6.1,-8.5
CCOc1ccc(CCNC(=O)c2ccc(CN)s2)cc1OCC,-4.0,-6.1,-8.7
CCOc1ccc(CCNC(=O)c2sccc2C#N)cc1OCC,-3.2,-5.7,-8.7
CCOc1ccc(CCNC(=O)c2sccc2OC(F)F)cc1OCC,10000,10000,10000
CCOc1ccc(CCNC(=O)c2cc(CN)cs2)cc1OC,-4.1,-5.9,-8.6
CCOc1ccc(CCNC(=O)c2scc(C)c2Br)cc1OCC,-1.2,-5.8,-8.9
CCOc1ccc(CCNC(=O)c2cc(C#N)cs2)cc1OC,-3.4,-5.8,-8.6
CCOc1ccc(CCNC(=O)c2sc(N)cc2C)cc1OCC,-4.4,-5.8,-9.2
CCOc1ccc(CCNC(=O)c2ccc(CN)s2)cc1OC,-4.3,-6.1,-8.7
CCOc1ccc(CCNC(=O)c2ccc(CCN)s2)cc1OC,-2.0,-6.0,-8.5
CCOc1ccc(CCNC(=O)c2ccc(C#N)s2)cc1OC,-4.4,-5.7,-8.5
CCOc1ccc(CCNC(=O)c2sccc2CN)cc1OC,-2.6,-5.7,-8.8
CCOc1ccc(CCNC(=O)c2sccc2C#N)cc1OC,-3.5,-5.6,-8.6
COc1cc(Br)c(CCNC(=O)c2cccs2)cc1OC,-3.0,-5.7,-8.1
COc1ccc(CCNC(=O)c2cc(F)cs2)cc1OC,-5.6,-5.9,-8.6
COc1ccc(CCNC(=O)c2cc(Cl)cs2)cc1OC,-4.2,-5.7,-8.4
COc1ccc(CCNC(=O)c2cc(CN)cs2)cc1OC,-4.8,-6.0,-8.7
COc1ccc(CCNC(=O)c2cc(C(C)=O)cs2)cc1OC,-4.8,-6.0,-9.0
COc1ccc(CCNC(=O)c2ccc(C)s2)cc1OC,-4.9,-5.8,-8.6
COc1ccc(CCNC(=O)c2ccc(C(C)=O)s2)cc1OC,-3.6,-6.2,-8.9
COc1ccc(CCNC(=O)c2ccc(C(N)=O)s2)cc1OC,-5.3,-6.2,-9.2
COc1ccc(CCNC(=O)c2ccc(F)s2)cc1OC,-5.7,-5.9,-8.7
COc1ccc(CCNC(=O)c2ccc(C(=O)[O-])s2)cc1OC,10000,10000,10000
COc1ccc(CCNC(=O)c2cc(C)c(C)s2)cc1OC,-3.1,-5.7,-8.8
COc1ccc(CCNC(=O)c2sccc2C)cc1OC,-5.6,-5.5,-8.6
COc1ccc(CCNC(=O)c2sccc2Cl)cc1OC,-5.7,-5.6,-8.4
COc1ccc(CCNC(=O)c2ccc(SC)s2)cc1OC,-1.8,-5.7,-8.3
CCOc1cccc(CCNC(=O)c2cccs2)c1,-5.8,-5.6,-8.3
COc1ccc(CCNC(=O)c2cccs2)cc1C,-4.3,-5.8,-8.5
COc1ccc(CCNC(=O)c2cccs2)cc1Cl,-4.8,-5.6,-8.3
COc1ccc(CCNC(=O)c2cccs2)cc1,-6.0,-5.5,-8.0
COCc1ccc(CCNC(=O)c2cccs2)cc1,-4.4,-5.4,-8.2
COC(=O)c1ccc(CCNC(=O)c2cccs2)cc1,-4.8,-5.5,-8.5
CC(=O)c1ccc(CCNC(=O)c2cccs2)cc1,-5.4,-5.6,-8.8
COc1cc(CCNC(=O)c2cccs2)cc(OC)c1OC(C)C,-1.7,-5.8,-8.1
COc1cc(CCNC(=O)c2cccs2)cc(OC)c1OC(F)F,10000,10000,10000
CCOc1ccc(CCNC(=O)c2scc(OC)c2OC)cc1OC,-0.2,-6.0,-8.1
CCOc1ccc(CC(=O)NCc2cccs2)cc1OCC,-2.6,-5.5,-8.3
CCOc1cccc(CCNC(=O)c2cc(C)cs2)c1,-5.4,-5.6,-8.7
COc1cccc(CCNC(=O)c2cccs2)c1OC,-4.2,-5.4,-8.2
COc1ccc(CCNC(=O)c2cccs2)c(Cl)c1OC,-4.4,-5.4,-8.0
CCOc1cccc(CCNC(=O)c2cc(OC)cs2)c1,-4.4,-5.8,-8.5
CCOc1ccc(CCNC(=O)c2cc(OC)cs2)cc1,-5.1,-5.5,-7.9
CCOc1cccc(CCNC(=O)c2sccc2OC)c1,-4.5,-5.8,-8.4
COc1ccc(CCNC(=O)c2ccc(C(C)C)s2)cc1OC,-2.7,-6.1,-8.9
COc1ccc(CCNC(=O)c2sccc2C(C)C)cc1OC,-2.6,-5.8,-8.8
COc1ccc(CCNC(=O)c2sccc2C(F)F)cc1OC,-5.2,-5.8,-9.0
CCOc1ccc(CCNC(=O)c2sccc2OC)cc1,-4.6,-5.5,-8.2
COc1ccc(CCNC(=O)c2sccc2Br)cc1OC,-5.0,-5.5,-8.5
COc1ccc(CCNC(=O)c2sccc2F)cc1OC,-5.6,-6.0,-8.5
COc1ccc(CCNC(=O)c2cc(Br)c(C)s2)cc1OC,-2.7,-5.6,-8.5
CCOc1ccc(CCNC(=O)c2sccc2C)cc1,-4.8,-5.4,-8.6
COc1ccc(CCNC(=O)c2sccc2SC)cc1OC,-2.4,-5.5,-8.2
COc1ccc(CCNC(=O)c2scc(OC)c2OC)cc1OC,-2.3,-6.1,-8.1
COc1ccc(CCNC(=O)c2sccc2OC(F)F)cc1OC,10000,10000,10000
CCOc1ccc(CCNC(=O)c2sccc2SC)cc1,-1.8,-5.2,-8.2
CCCOc1cccc(CCNC(=O)c2cc(OC)cs2)c1,-3.6,-5.9,-8.3
CCOc1cccc(CCNC(=O)c2sc(C)cc2OC)c1,-3.7,-5.6,-8.4
CCn1c(=N)n(C[C@H](O)c2ccc(Cl)c(Cl)c2)c2ccccc21,10000,10000,10000
CCn1c(=N)n(C[C@@H](O)c2ccc(Cl)c(Cl)c2)c2ccccc21,10000,10000,10000
Cn1c(=N)n(C[C@@H](O)c2ccc(Cl)c(Cl)c2)c2ccccc21,10000,10000,10000
Cn1c(=N)n(C[C@H](O)c2ccc(Cl)c(Cl)c2)c2ccccc21,10000,10000,10000
CCCn1c(=N)n(C[C@@H](O)c2ccc(Cl)cc2)c2ccccc21,10000,10000,10000
CCCn1c(=N)n(C[C@H](O)c2ccc(Cl)cc2)c2ccccc21,10000,10000,10000
CCCCn1c(=N)n(C[C@H](O)c2ccc(Cl)cc2)c2ccccc21,10000,10000,10000
CCCCn1c(=N)n(C[C@@H](O)c2ccc(Cl)cc2)c2ccccc21,10000,10000,10000
CCn1c(=N)n(C[C@@H](O)c2ccc(Cl)cc2)c2ccccc21,10000,10000,10000
CCn1c(=N)n(C[C@H](O)c2ccc(Cl)cc2)c2ccccc21,10000,10000,10000
CCCn1c(=N)n(C[C@H](O)c2ccccc2)c2ccccc21,10000,10000,10000
CCCn1c(=N)n(C[C@@H](O)c2ccccc2)c2ccccc21,10000,10000,10000
CCCn1c(=N)n(C[C@H](O)c2ccc(C)cc2)c2ccccc21,10000,10000,10000
CCCn1c(=N)n(C[C@@H](O)c2ccc(C)cc2)c2ccccc21,10000,10000,10000
CCCCn1c(=N)n(C[C@@H](O)c2ccccc2)c2ccccc21,10000,10000,10000
CCCCn1c(=N)n(C[C@H](O)c2ccccc2)c2ccccc21,10000,10000,10000
CCCCn1c(=N)n(C[C@H](O)c2ccc(OC)cc2)c2ccccc21,10000,10000,10000
CCCCn1c(=N)n(C[C@@H](O)c2ccc(OC)cc2)c2ccccc21,10000,10000,10000
CCn1c(=N)n(C[C@H](O)c2ccc(C)cc2)c2ccccc21,10000,10000,10000
CCn1c(=N)n(C[C@@H](O)c2ccc(C)cc2)c2ccccc21,10000,10000,10000
CCn1c(=N)n(C[C@H](O)c2ccccc2)c2ccccc21,10000,10000,10000
CCn1c(=N)n(C[C@@H](O)c2ccccc2)c2ccccc21,10000,10000,10000
CCCCn1c(=N)n(C[C@H](O)c2ccc(OCC)cc2)c2ccccc21,10000,10000,10000
CCCCn1c(=N)n(C[C@@H](O)c2ccc(OCC)cc2)c2ccccc21,10000,10000,10000
CCn1c(=O)n(C[C@@H](O)c2ccc(Cl)c(F)c2)c2ccccc21,-3.5,-6.3,-8.9
CCn1c(=O)n(C[C@H](O)c2ccc(Cl)c(F)c2)c2ccccc21,-3.7,-6.2,-9.7
C=CCn1c(=N)n(C[C@@H](O)c2ccc(Cl)cc2)c2ccccc21,10000,10000,10000
C=CCn1c(=N)n(C[C@H](O)c2ccc(Cl)cc2)c2ccccc21,10000,10000,10000
C=CCn1c(=N)n(C[C@@H](O)c2ccc(C)cc2)c2ccccc21,10000,10000,10000
C=CCn1c(=N)n(C[C@H](O)c2ccc(C)cc2)c2ccccc21,10000,10000,10000
C=CCn1c(=N)n(C[C@H](O)c2ccc(OCC)cc2)c2ccccc21,10000,10000,10000
C=CCn1c(=N)n(C[C@@H](O)c2ccc(OCC)cc2)c2ccccc21,10000,10000,10000
CCCn1c(=O)n(C[C@H](O)c2cccc(Cl)c2)c2ccccc21,-3.2,-5.9,-9.1
CCCn1c(=O)n(C[C@@H](O)c2cccc(Cl)c2)c2ccccc21,-3.5,-6.3,-9.3
CCCn1c(=O)n(C[C@H](O)c2ccc(Cl)cc2)c2ccccc21,-4.5,-6.2,-9.6
C=CCn1c(=N)n(C[C@H](O)c2cccc(Br)c2)c2ccccc21,10000,10000,10000
C=CCn1c(=N)n(C[C@@H](O)c2cccc(Br)c2)c2ccccc21,10000,10000,10000
C=CCn1c(=N)n(C[C@H](O)c2ccc(Br)cc2)c2ccccc21,10000,10000,10000
CCn1c(=O)n(C[C@@H](O)c2cccc(Cl)c2)c2ccccc21,-4.6,-6.2,-9.6
CCn1c(=O)n(C[C@H](O)c2cccc(Cl)c2)c2ccccc21,-4.4,-6.1,-9.4
C=CCn1c(=N)n(C[C@@H](O)c2ccc(Br)cc2)c2ccccc21,10000,10000,10000
CCn1c(=O)n(C[C@H](O)c2ccc(Cl)cc2)c2ccccc21,-4.0,-6.0,-9.5
CCn1c(=O)n(C[C@@H](O)c2ccc(Cl)cc2)c2ccccc21,-3.8,-6.1,-9.0
Cc1ccc(C(O)Cn2c(=O)n(C)c3cc(Cl)c(Cl)cc32)cc1C,-0.3,-7.0,-10.2
Cn1c(=O)n(C[C@H](O)c2ccc(F)c(F)c2)c2ccccc21,-5.1,-6.6,-9.8
Cn1c(=O)n(C[C@@H](O)c2ccc(F)c(F)c2)c2ccccc21,-4.9,-6.6,-9.8
CCc1ccc(C(O)Cn2c(=O)n(C)c3cc(Cl)c(Cl)cc32)cc1,-0.2,-6.2,-9.0
CCCn1c(=O)n(C[C@@H](O)c2ccc(C)cc2)c2ccccc21,-2.9,-6.4,-8.9
CCCn1c(=O)n(C[C@H](O)c2ccc(C)cc2)c2ccccc21,-4.1,-6.2,-9.6
CCc1ccc(C(O)Cn2c(=O)n(C)c3ccccc32)cc1,-3.1,-5.9,-9.6
CCCn1c(=O)n(C[C@H](O)c2cccc(Br)c2)c2ccccc21,-3.3,-6.1,-9.4
Cc1cccc(C(O)Cn2c(=O)n(C)c3cc(Cl)c(Cl)cc32)c1,-3.5,-6.8,-9.6
CCCn1c(=O)n(C[C@@H](O)c2cccc(F)c2)c2ccccc21,-4.3,-6.2,-9.3
CCCn1c(=O)n(C[C@H](O)c2cccc(F)c2)c2ccccc21,-3.7,-6.1,-10.0
CCCn1c(=O)n(C[C@@H](O)c2cccc(Br)c2)c2ccccc21,-4.1,-6.2,-9.2
CCCn1c(=O)n(C[C@H](O)c2ccc(F)cc2)c2ccccc21,-4.6,-6.2,-9.8
Cc1cccc(C(O)Cn2c(=O)n(C)c3ccccc32)c1,-4.7,-6.4,-10.0
Cc1ccc(C(O)Cn2c(=O)n(C)c3cc(Cl)c(Cl)cc32)cc1,-3.1,-6.7,-9.8
CCCn1c(=O)n(C[C@@H](O)c2cc(C)cc(C)c2)c2ccccc21,-1.2,-6.4,-9.3
CCCn1c(=O)n(C[C@H](O)c2cc(C)cc(C)c2)c2ccccc21,-0.9,-6.2,-8.9
CCCn1c(=O)n(C[C@@H](O)c2ccc(F)cc2)c2ccccc21,-3.5,-6.2,-9.3
Cn1c(=O)n(C[C@H](O)c2ccc(F)c(Br)c2)c2ccccc21,-4.4,-6.8,-10.0
Cn1c(=O)n(C[C@@H](O)c2ccc(F)c(Br)c2)c2ccccc21,-2.7,-6.5,-9.8
Cc1ccc(C(O)Cn2c(=O)n(C)c3cc(Cl)ccc32)cc1C,-3.5,-6.8,-10.4
CCn1c(=O)n(C[C@@H](O)c2ccc(C)cc2)c2ccccc21,-3.8,-6.2,-8.9
CCn1c(=O)n(C[C@H](O)c2ccc(C)cc2)c2ccccc21,-3.6,-6.2,-9.7
Cn1c(=O)n(C[C@H](O)c2cccc(Br)c2)c2ccccc21,-5.7,-6.1,-9.8
Cn1c(=O)n(C[C@H](O)c2cccc(F)c2)c2ccccc21,-5.9,-6.1,-9.6
Cn1c(=O)n(C[C@@H](O)c2cccc(F)c2)c2ccccc21,-5.2,-6.4,-9.4
CCn1c(=O)n(C[C@H](O)c2cccc(Br)c2)c2ccccc21,-4.2,-5.9,-9.6
Cn1c(=O)n(C[C@@H](O)c2cccc(Br)c2)c2ccccc21,-4.6,-6.4,-9.6
CCn1c(=O)n(C[C@@H](O)c2cccc(Br)c2)c2ccccc21,-4.4,-6.1,-9.7
CCn1c(=O)n(C[C@@H](O)c2ccccc2)c2ccccc21,-4.3,-5.9,-9.4
CCn1c(=O)n(C[C@@H](O)c2ccc(F)cc2)c2ccccc21,-4.1,-6.4,-9.6
CC(C)(C)c1ccc(CNC2CCCC(O)C2)cc1,-3.3,-6.1,-9.7
CC(C)(C)c1cccc(CNC2CCCC(O)C2)c1,-4.7,-6.6,-9.6
CC(C)(C)c1ccc(CNC2CCCC(N)C2)cc1,-4.9,-5.9,-10.2
CC(C)(C)c1cccc(CNC2CCCC(N)C2)c1,-4.8,-5.9,-9.8
CC(C)(C)c1cccc(CN[C@@H]2CCCC[C@H]2O)c1,-5.2,-6.0,-9.1
CC(C)(C)c1cccc(CN[C@H]2CCCC[C@@H]2O)c1,-4.4,-6.2,-9.8
CC(C)(C)c1cccc(CNC2CCCCC2O)c1,-4.5,-6.2,-9.8
CC(C)(C)c1cccc(CN[C@@H]2CCCC[C@@H]2O)c1,-5.1,-5.5,-9.5
CC(C)(C)c1cc(O)cc(CN[C@@H]2CCCC[C@H]2O)c1,-4.9,-6.3,-9.4
CC(C)(C)c1cc(O)cc(CNC2CCCCC2O)c1,-5.1,-6.6,-10.0
CC(C)(C)c1cc(O)cc(CN[C@H]2CCCC[C@@H]2O)c1,-5.1,-6.5,-10.0
CC(C)(C)c1cc(O)cc(CN[C@@H]2CCCC[C@@H]2O)c1,-5.6,-6.7,-9.5
CC(C)(C)c1cc(O)cc(CNC2CCCCC2CO)c1,-3.6,-6.5,-9.8
Cc1ccc(CNC2CCC(O)CC2)c(OC(C)(C)C)c1,-3.7,-5.9,-8.3
COc1c(CNC2CCCC(O)C2)cccc1C(C)(C)C,-2.2,-6.0,-8.0
C[C@@H]1CCCC(NCc2cccc(C(C)(C)O)c2)C1,-4.8,-6.1,-9.7
CC1CCCC(NCc2cccc(C(C)(C)O)c2)C1,-5.1,-6.4,-9.6
CC(C)(C)c1cccc(CN[C@@]2(C)[C@H](O)CCC[C@@H]2O)c1,-1.9,-6.2,-10.1
Cc1ccc(Br)c(CNC2CCCC(O)C2)c1,-6.2,-6.0,-8.8
Cc1ccc(F)c(CNC2CCCC(O)C2)c1,-7.0,-5.9,-8.9
Cc1cc(CNC2CCC(O)(C(C)C)CC2)ccc1O,-5.4,-6.6,-9.2
Cc1ccc(C)c(CNC2CCCC(N)C2)c1,-6.9,-5.9,-8.8
Cc1ccc(CNC2CCC(O)CC2)c(N(C)C)c1,-4.6,-5.9,-7.8
COc1ccc(CNC2CCCC(O)C2)c(C)c1,-5.1,-5.8,-8.7
COc1ccc(Br)c(CNC2CCCC(O)C2)c1,-6.7,-5.7,-8.3
COc1ccc(CNC2CCCC(O)C2)c(Cl)c1,-6.0,-5.7,-8.5
CCCCC1(O)CCC(NCc2ccc(O)c(C)c2)CC1,-5.4,-6.1,-8.8
CCOc1ccc(CNC2CCCC(O)C2)c(C)c1,-5.1,-5.7,-8.7
Cc1ccc(CNC2CCC(O)(C(C)C)CC2)c(C)c1,-2.8,-6.1,-9.1
Cc1ccc(F)c(CNC2CCCC(N)C2)c1,-7.3,-6.0,-9.2
Cc1ccc(Cl)c(CNC2CCCC(N)C2)c1,-7.1,-5.8,-8.6
Cc1ccc(Br)c(CNC2CCCC(N)C2)c1,-6.5,-5.9,-8.7
CC1CCCC(NCc2ccc(OC(C)C)c(O)c2)C1,-4.9,-5.8,-8.9
CCOc1ccc(CNC2CCCC(O)C2)c(Cl)c1,-5.3,-5.7,-8.6
Cc1ccc(CNC2CCC(O)CC2)c(OC(C)C)c1,-5.0,-5.7,-8.0
CC(C)(C)COc1cccc(CNC2CCCC(O)C2)c1,-4.4,-6.2,-9.6
CC(C)Oc1ccc(CNC2CCCC(O)C2)c(Cl)c1,-4.4,-5.5,-8.7
Cc1ccc(CNC2CCC(O)CC2)c(OCC(C)C)c1,-5.1,-5.9,-8.5
Cc1ccc(F)c(CN[C@@H]2CCCC[C@@H]2O)c1,-7.0,-5.6,-8.8
Cc1ccc(F)c(CN[C@@H]2CCCC[C@H]2O)c1,-7.6,-5.6,-8.6
Cc1ccc(F)c(CNC2CCCCC2O)c1,-6.6,-6.1,-8.9
Cc1ccc(F)c(CN[C@H]2CCCC[C@@H]2O)c1,-6.7,-6.1,-8.9
Cc1ccc(Br)c(CN[C@@H]2CCCC[C@@H]2O)c1,-6.7,-5.7,-9.0
Cc1ccc(Br)c(CNC2CCCCC2O)c1,-5.9,-6.1,-9.2
Cc1ccc(Br)c(CN[C@H]2CCCC[C@@H]2O)c1,-5.7,-6.1,-9.2
Cc1ccc(Br)c(CN[C@@H]2CCCC[C@H]2O)c1,-7.5,-5.5,-8.2
CC1CCCC(NCc2cccc(COC(C)(C)C)c2)C1,-3.1,-5.8,-9.6
Cc1ccc(C)c(CNC2CCC(O)C(C)(C)C2)c1,-5.6,-6.2,-9.3
C#CC1(O)CCCC(NCc2ccc(OC)c(C(C)(C)C)c2)C1,10000,10000,10000
CCc1ccc(CNC2CCC(O)(C(C)C)CC2)c(F)c1,-3.0,-6.0,-9.0
CCCc1cccc(CNC2CCCC(O)C2)c1,-6.5,-5.9,-8.9
Cc1ccc(Br)c(CNC2CCC(O)C(C)(C)C2)c1,-3.1,-5.8,-9.0
Cc1ccc(F)c(CNC2CCC(O)C(C)(C)C2)c1,-6.0,-6.3,-9.3
Cc1ccc(CNC2CCC(N)CC2)c(OC(C)C)c1,-4.0,-5.9,-9.0
CC(NC1CCC(C)(O)CC1)c1ccc(C(C)(C)C)cc1,-0.4,-5.9,-9.7
CCOc1ccc(Br)c(CNC2CCCC(N(C)C)C2)c1,-5.9,-5.4,-8.4
CCOc1ccc(CNC2CCC(O)(C(C)C)CC2)c(C)c1,-0.5,-5.6,-8.8
CC(C)c1cc(O)cc(CNC2CCCC(F)C2)c1,-6.0,-6.3,-9.2
Cc1cc(C)c(CNC2CCC(C)(O)CC2)c(C)c1,-4.5,-6.2,-8.5
COc1ccc(C)c(CNC2CCC(O)C(C)(C)C2)c1,-4.1,-5.7,-8.5
COc1ccc(OC)c(CNC2CCC(O)C(C)(C)C2)c1,-3.7,-6.0,-8.2
Cc1ccc(CNC2CCC(O)(C(C)C)CC2)cc1C,-3.1,-5.7,-9.1
COc1ccc(Br)c(CNC2CCC(O)C(C)(C)C2)c1,-3.7,-5.7,-8.3
COc1ccc(I)c(CNC2CCC(O)C(C)(C)C2)c1,10000,10000,10000
COc1ccc(Cl)c(CNC2CCC(O)C(C)(C)C2)c1,-4.2,-6.0,-8.3
Cc1ccc(CNC2CCC(C)(N)CC2)c(OCC(C)C)c1,-4.2,-6.1,-9.0
C#Cc1cccc(CNC2CCC(O)(C(C)C)CC2)c1F,10000,10000,10000
C=CCc1cc(CNC2CCCC(CC)C2)cc(OC)c1O,-4.1,-6.0,-9.0
Cc1ccc(F)c(CNC2CCCC(O)C2)c1Cl,-6.4,-6.0,-9.0
CCCc1cccc(CN[C@@H]2CCCC[C@H]2O)c1,-7.0,-5.5,-8.6
CCCc1cccc(CNC2CCCCC2O)c1,-6.9,-6.0,-9.0
CCCc1cccc(CN[C@H]2CCCC[C@@H]2O)c1,-7.0,-6.1,-9.1
CCCc1cccc(CN[C@@H]2CCCC[C@@H]2O)c1,-6.2,-5.9,-8.9
COc1ccc(F)c(CNC2CCCCC2(C)C)c1,-5.3,-5.7,-8.5
COc1cccc(CNC2CCC(OC)CC2)c1OC(C)C,-3.1,-5.3,-8.1
Cc1cccc(CNC2CCC(O)C(C)(C)C2)c1,-4.5,-5.6,-9.1
CC(C)c1cccc(CN[C@H]2CCCC[C@@H]2O)c1,-5.8,-6.1,-9.3
CC(C)c1cccc(CN[C@@H]2CCCC[C@H]2O)c1,-6.2,-5.7,-8.8
CC(C)c1cccc(CN[C@@H]2CCCC[C@@H]2O)c1,-6.4,-6.1,-9.0
CC(C)c1cccc(CNC2CCCCC2O)c1,-5.9,-5.9,-9.3
CCc1ccc(F)c(CNC2CCC(O)(C(C)C)CC2)c1F,-2.6,-5.8,-9.0
C=CCc1cc(CNC2CCC(C)(OC)CC2)cc(OC)c1O,-4.3,-5.4,-8.5
C[C@@H](O)c1cccc(CN[C@@H]2CCCC[C@H]2O)c1,-6.6,-5.8,-8.8
C[C@@H](O)c1cccc(CN[C@@H]2CCCC[C@@H]2O)c1,-7.0,-5.8,-9.1
C[C@@H](O)c1cccc(CN[C@H]2CCCC[C@@H]2O)c1,-6.5,-6.5,-9.3
C=CCc1cc(CNC2CCC(O)(CC)CC2)cc(OC)c1O,-5.8,-6.3,-8.4
CCCc1cccc(CNC2CCC(O)C(C)(C)C2)c1,-4.3,-6.0,-9.1
Cc1ccc(F)c(CNC2CCC(C)(O)CC2)c1Cl,-5.2,-5.9,-8.6
Cc1cc(CNC2CCC(O)C(C)(C)C2)ccc1Cl,-2.0,-5.5,-9.5
