smiles,PfDHFR,PfATP4,PfCRT,rrs_score,rrs_class,H1_entropy,H1_count,H1_max_pers,H1_mean_pers,H1_birth_mean,H1_birth_std,H1_death_mean,H1_death_std,H1_pers_q25,H1_pers_q50,H1_pers_q75,tfp_valid
CCc1c(O)[nH]c2c(OC)cccc2c1=O,-8.6,-5.6,-7.3,7.949999999999999,B,1.4788213,2.0,1.387954,0.47168767,2.4125905,0.32149726,2.8842783,0.34047604,1.3503541,1.3628874,1.3754207,True
CCc1[nH]c2c(OC)cccc2c(=O)c1C,-7.6,-5.3,-7.7,7.65,B,1.5860186,3.0,1.3878918,0.61873204,2.371302,0.32550249,2.9900339,0.2226956,1.011937,1.3218563,1.354874,True
CCCc1cc(=O)c2cccc(OC)c2[nH]1,-8.0,-5.3,-8.0,8.0,A,1.3990183,2.0,1.3915954,0.6185176,2.3477042,0.29483557,2.9662218,0.27903843,1.3633181,1.3727438,1.3821696,True
COc1cccc2c(C)c(CCC(C)=O)c(=O)[nH]c12,-8.0,-5.7,-8.3,8.15,A,1.8828777,5.0,1.3846579,0.6902028,2.3590152,0.3090318,3.049218,0.27867383,0.6177473,0.7228005,1.3514838,True
CCCCc1c(C)c2cccc(C)c2[nH]c1=O,-7.8,-5.6,-8.1,7.949999999999999,B,1.657243,4.0,1.3713112,0.5934737,2.3723576,0.33873492,2.9658313,0.25896508,0.76282746,1.0893613,1.3673882,True
COc1cccc2c(C)cc(=S)[nH]c12,-7.0,-4.7,-7.0,7.0,B,1.425351,2.0,1.3873171,0.7934239,2.2531266,0.23775469,3.0465505,0.25268862,1.366269,1.373285,1.380301,True
CCCCCc1cccc2[nH]c(=O)c(OC)cc12,-7.1,-5.1,-9.1,8.1,A,1.7556195,4.0,1.4025172,0.70585626,2.3192177,0.29998314,3.025074,0.25287917,0.6606185,0.9893185,1.3234001,True
CCCc1c(C)c2cccc(C)c2[nH]c1=O,-8.5,-5.5,-8.0,8.25,A,1.622473,4.0,1.3713324,0.6707975,2.2943895,0.27611655,2.965187,0.25991893,0.75655353,1.0859734,1.367278,True
CCc1c(C)[nH]c2cc(OC)ccc2c1=O,-7.3,-5.4,-7.8,7.55,B,1.4927745,3.0,1.3800327,0.68594754,2.32846,0.31577718,3.0144074,0.22332253,1.0025078,1.3232896,1.3516612,True
CCc1[nH]c2c(F)cccc2c(=O)c1C,-7.2,-5.2,-8.1,7.65,B,1.3293226,3.0,1.3862402,0.6165722,2.3953547,0.3686888,3.0119271,0.22602057,1.0084959,1.3149962,1.3506182,True
CCc1[nH]c2c(O)cccc2c(=O)c1C,-7.8,-5.7,-8.2,8.0,A,1.4295843,3.0,1.3853252,0.670373,2.308422,0.3593537,2.9787953,0.26827016,1.0122596,1.3199267,1.352626,True
CCc1[nH]c2cc(OC)ccc2c(=O)c1CC,-7.0,-5.5,-7.8,7.4,B,1.4818938,3.0,1.3854772,0.67431146,2.3394983,0.315839,3.0138097,0.22334431,0.973966,1.3194807,1.352479,True
